User_ID,Age,Annual_Income_INR,Current_Savings_INR,Monthly_Disposable_Income_INR,Tax_Bracket,Financial_Goal,Risk_Appetite_Score,Investment_Horizon_Months,Recommended_Asset_Class,Historical_Portfolio_ROI
SWT-01922,48,2699000.0,9986000.0,119200.0,30%,Wealth Creation,9,59,Mutual Funds,14.69
SWT-01923,43,1814000.0,6907000.0,60000.0,30%,Short-term Gain,7,100,Mutual Funds,16.54
SWT-01924,50,3402000.0,19193000.0,155900.0,30%,Short-term Gain,7,72,Mutual Funds,12.81
SWT-01925,27,1725000.0,1059000.0,60100.0,30%,Tax Saving,10,113,Mutual Funds,18.59
SWT-01926,47,1891000.0,9816000.0,58300.0,30%,Short-term Gain,8,85,Mutual Funds,19.23
SWT-01927,51,2025000.0,6337000.0,64300.0,30%,Tax Saving,8,79,Mutual Funds,12.94
SWT-01928,45,3175000.0,11033000.0,122000.0,30%,Retirement,7,93,Mutual Funds,13.16
SWT-01929,32,2436000.0,3022000.0,91200.0,30%,Tax Saving,9,80,Mutual Funds,8.19
SWT-01930,41,1445000.0,4402000.0,43400.0,20%,Wealth Creation,4,65,Gold,5.27
SWT-01931,34,2310000.0,3346000.0,75400.0,30%,Tax Saving,8,77,Mutual Funds,18.65
SWT-01932,44,4212000.0,13321000.0,213500.0,30%,Tax Saving,9,61,Mutual Funds,15.1
SWT-01933,35,2301000.0,4421000.0,84100.0,30%,Tax Saving,9,82,Mutual Funds,15.58
SWT-01934,29,2227000.0,1382000.0,88500.0,30%,Short-term Gain,9,118,Equity/Stocks,7.87
SWT-01935,45,4049000.0,19671000.0,230100.0,30%,Wealth Creation,9,78,Mutual Funds,21.15
SWT-01936,64,2810000.0,18595000.0,117500.0,30%,Retirement,5,72,Gold,7.31
SWT-01937,30,3334000.0,3814000.0,138500.0,30%,Retirement,8,116,Mutual Funds,7.03
SWT-01938,57,1056000.0,3658000.0,31300.0,5%,Retirement,4,87,Gold,6.42
SWT-01939,47,5032000.0,15407000.0,272800.0,30%,Tax Saving,6,91,Mutual Funds,19.14
SWT-01940,62,2810000.0,16221000.0,111200.0,30%,Tax Saving,7,85,Mutual Funds,5.7
SWT-01941,29,5163000.0,6455000.0,260400.0,30%,Retirement,9,100,Equity/Stocks,6.07
SWT-01942,43,2250000.0,15275000.0,79000.0,30%,Short-term Gain,8,82,Equity/Stocks,45.0
SWT-01943,55,1512000.0,5033000.0,46700.0,30%,Wealth Creation,5,60,Gold,10.82
SWT-01944,55,2664000.0,9399000.0,111500.0,30%,Retirement,6,60,Mutual Funds,7.94
SWT-01945,51,2572000.0,5932000.0,103600.0,30%,Retirement,4,59,Gold,5.02
SWT-01946,41,3524000.0,16786000.0,183000.0,30%,Short-term Gain,8,90,Mutual Funds,2.17
SWT-01947,64,3072000.0,16500000.0,136500.0,30%,Wealth Creation,6,46,Gold,8.31
SWT-01948,47,2810000.0,7259000.0,117200.0,30%,Short-term Gain,6,51,Bonds,6.44
SWT-01949,55,2461000.0,11451000.0,91000.0,30%,Retirement,6,65,Gold,12.92
SWT-01950,59,2907000.0,18817000.0,109400.0,30%,Retirement,6,48,Gold,1.86
SWT-01951,47,2662000.0,10939000.0,99900.0,30%,Retirement,9,71,Mutual Funds,3.63
SWT-01952,56,2343000.0,9757000.0,82100.0,30%,Wealth Creation,5,54,Mutual Funds,10.96
SWT-01953,45,4041000.0,17197000.0,157100.0,30%,Retirement,8,72,Mutual Funds,27.06
SWT-01954,55,3978000.0,24635000.0,177200.0,30%,Retirement,5,70,Gold,10.66
SWT-01955,25,3001000.0,1441000.0,141100.0,30%,Retirement,9,98,Equity/Stocks,18.68
SWT-01956,66,1957000.0,10941000.0,69400.0,30%,Retirement,6,64,Gold,4.03
SWT-01957,29,1184000.0,1036000.0,33400.0,5%,Retirement,7,91,Mutual Funds,0.43
SWT-01958,41,2726000.0,7062000.0,111900.0,30%,Tax Saving,8,80,Mutual Funds,11.72
SWT-01959,67,1578000.0,5207000.0,42300.0,30%,Wealth Creation,5,47,Bonds,5.38
SWT-01960,35,2550000.0,4039000.0,100500.0,30%,Short-term Gain,8,71,Mutual Funds,10.01
SWT-01961,61,1895000.0,10349000.0,71000.0,30%,Retirement,7,62,Gold,6.68
SWT-01962,39,2790000.0,3444000.0,111100.0,30%,Retirement,8,93,Mutual Funds,7.32
SWT-01963,35,1906000.0,1434000.0,55700.0,30%,Retirement,8,98,Mutual Funds,6.04
SWT-01964,46,1923000.0,6902000.0,63600.0,30%,Wealth Creation,8,60,Mutual Funds,19.25
SWT-01965,45,4289000.0,25000000.0,239300.0,30%,Short-term Gain,8,59,Mutual Funds,6.55
SWT-01966,43,2119000.0,3275000.0,76900.0,30%,Retirement,8,72,Mutual Funds,9.96
SWT-01967,67,2011000.0,10423000.0,62000.0,30%,Retirement,6,65,Mutual Funds,11.31
SWT-01968,26,2956000.0,1449000.0,145400.0,30%,Tax Saving,10,105,Mutual Funds,15.95
SWT-01969,43,3872000.0,12594000.0,166200.0,30%,Short-term Gain,7,66,Mutual Funds,7.05
SWT-01970,30,3101000.0,4016000.0,128800.0,30%,Retirement,8,74,Mutual Funds,16.96
SWT-01971,53,3020000.0,8510000.0,115800.0,30%,Retirement,5,51,Gold,6.26
SWT-01972,32,3167000.0,3171000.0,124400.0,30%,Wealth Creation,7,77,Gold,7.44
SWT-01973,57,3978000.0,21679000.0,185800.0,30%,Wealth Creation,8,77,Mutual Funds,20.67
SWT-01974,58,2878000.0,13633000.0,123500.0,30%,Retirement,4,63,Gold,5.32
SWT-01975,37,1523000.0,1477000.0,52800.0,30%,Tax Saving,9,76,Mutual Funds,15.78
SWT-01976,52,2345000.0,11287000.0,84400.0,30%,Wealth Creation,6,72,Gold,11.25
SWT-01977,38,3470000.0,7534000.0,143300.0,30%,Retirement,9,95,Mutual Funds,13.34
SWT-01978,26,1782000.0,640000.0,61400.0,30%,Tax Saving,7,78,Mutual Funds,10.89
SWT-01979,30,4038000.0,6238000.0,205400.0,30%,Retirement,9,94,Mutual Funds,24.13
SWT-01980,32,2462000.0,2951000.0,95200.0,30%,Retirement,10,101,Equity/Stocks,14.34
SWT-01981,45,2980000.0,13016000.0,126500.0,30%,Tax Saving,8,79,Mutual Funds,12.64
SWT-01982,59,3524000.0,14931000.0,158200.0,30%,Retirement,6,36,Gold,6.91
SWT-01983,34,2464000.0,2274000.0,94200.0,30%,Tax Saving,6,82,Mutual Funds,12.23
SWT-01984,54,2858000.0,11310000.0,114600.0,30%,Retirement,5,65,Gold,10.89
SWT-01985,24,2754000.0,757000.0,119500.0,30%,Short-term Gain,10,120,Equity/Stocks,11.22
SWT-01986,57,1600000.0,3565000.0,60200.0,30%,Retirement,6,50,Bonds,2.77
SWT-01987,39,2564000.0,3448000.0,100500.0,30%,Retirement,8,76,Gold,9.91
SWT-01988,37,3574000.0,9161000.0,163100.0,30%,Retirement,9,86,Mutual Funds,5.09
SWT-01989,42,2938000.0,6325000.0,123600.0,30%,Retirement,6,76,Gold,10.4
SWT-01990,47,4621000.0,13427000.0,231700.0,30%,Wealth Creation,8,76,Mutual Funds,11.49
SWT-01991,45,1751000.0,5817000.0,61300.0,30%,Wealth Creation,7,81,Gold,11.28
SWT-01992,33,1493000.0,1250000.0,48200.0,20%,Tax Saving,8,75,Mutual Funds,6.21
SWT-01993,45,3710000.0,21004000.0,167100.0,30%,Tax Saving,7,78,Mutual Funds,8.71
SWT-01994,33,3382000.0,5797000.0,160700.0,30%,Wealth Creation,7,76,Mutual Funds,9.73
SWT-01995,26,2048000.0,1021000.0,71900.0,30%,Retirement,9,97,Mutual Funds,2.7
SWT-01996,44,3293000.0,10192000.0,132700.0,30%,Wealth Creation,8,98,Mutual Funds,17.7
SWT-01997,44,3678000.0,5226000.0,175400.0,30%,Short-term Gain,8,61,Mutual Funds,2.43
SWT-01998,28,1766000.0,737000.0,59600.0,30%,Tax Saving,9,93,Mutual Funds,18.02
SWT-01999,39,2240000.0,4315000.0,87800.0,30%,Wealth Creation,9,71,Mutual Funds,14.02
SWT-02000,25,2254000.0,913000.0,87700.0,30%,Short-term Gain,9,102,Mutual Funds,10.32
