request_id,payload_size_bytes,special_char_ratio,requests_per_minute,unique_endpoints_last_5min,hour_of_day,response_time_ms,failed_requests_ratio,is_anomaly
REQ-004963,128.6,0.1499,1.56,2,6,103.3,0.0,0
REQ-004964,160.1,0.0088,2.02,1,7,90.4,0.0104,0
REQ-004965,132.7,0.0467,1.16,2,20,124.2,0.0302,0
REQ-004966,214.7,0.1239,0.43,3,7,129.8,0.0254,0
REQ-004967,159.6,0.0715,0.26,1,12,103.7,0.0017,0
REQ-004968,171.7,0.0277,0.8,3,16,56.9,0.0015,0
REQ-004969,148.3,0.0798,4.23,2,8,119.3,0.011,0
REQ-004970,163.1,0.0138,0.44,2,7,134.7,0.0015,0
REQ-004971,115.2,0.0648,0.51,1,22,70.9,0.0304,0
REQ-004972,277.6,0.0735,3.0,3,13,77.0,0.0079,0
REQ-004973,135.1,0.0473,3.36,2,18,137.7,0.0449,0
REQ-004974,261.3,0.109,0.63,3,7,75.8,0.0029,0
REQ-004975,780.9,0.0369,0.86,3,21,66.3,0.0114,0
REQ-004976,52.8,0.1201,1.64,1,7,61.3,0.0206,0
REQ-004977,516.0,0.1124,0.36,3,22,53.6,0.0135,0
REQ-004978,194.5,0.0146,0.98,2,10,131.7,0.0053,0
REQ-004979,176.3,0.0302,1.37,1,9,53.0,0.1127,0
REQ-004980,283.9,0.0712,0.35,2,21,84.2,0.0063,0
REQ-004981,334.3,0.0381,4.43,3,21,170.2,0.015,0
REQ-004982,159.4,0.0614,1.51,3,10,123.9,0.0015,0
REQ-004983,96.0,0.0388,0.1,2,20,95.1,0.0589,0
REQ-004984,74.8,0.0277,2.17,1,15,120.6,0.0055,0
REQ-004985,230.9,0.015,1.08,1,21,82.5,0.0283,0
REQ-004986,191.0,0.0192,2.08,3,12,107.7,0.019,0
REQ-004987,334.2,0.0199,3.22,3,16,58.7,0.0041,0
REQ-004988,288.9,0.1083,1.67,3,11,128.7,0.0133,0
REQ-004989,128.8,0.0692,0.36,3,21,110.4,0.0594,0
REQ-004990,170.9,0.0309,0.5,1,17,91.6,0.0077,0
REQ-004991,122.4,0.0569,1.36,3,19,98.9,0.0293,0
REQ-004992,230.2,0.1187,0.25,3,13,145.4,0.0274,0
REQ-004993,191.8,0.0518,0.16,3,6,133.6,0.0027,0
REQ-004994,52.6,0.0367,2.99,1,15,201.5,0.038,0
REQ-004995,140.5,0.0655,2.09,1,18,99.1,0.0123,0
REQ-004996,212.1,0.15,10.54,3,7,112.4,0.0896,0
REQ-004997,3449.6,0.503,15.0,12,1,469.8,0.5291,1
REQ-004998,113.2,0.0215,0.62,1,15,42.1,0.0421,0
REQ-004999,133.9,0.0279,1.33,3,18,57.1,0.0692,0
REQ-005000,81.5,0.0502,0.39,2,17,94.3,0.0217,0
REQ-005001,141.9,0.0195,1.33,1,10,176.5,0.0525,0
REQ-005002,435.6,0.0456,0.1,1,12,64.3,0.0199,0
REQ-005003,229.4,0.1156,3.87,3,17,43.6,0.0065,0
REQ-005004,50.0,0.0978,0.62,2,11,106.3,0.011,0
REQ-005005,178.0,0.0952,1.22,1,22,152.6,0.0148,0
REQ-005006,105.4,0.0796,0.5,3,15,128.2,0.0297,0
REQ-005007,106.0,0.15,2.01,1,20,148.9,0.0236,0
REQ-005008,60.9,0.0474,4.68,2,17,45.0,0.0005,0
REQ-005009,274.4,0.1427,3.71,3,9,68.2,0.0136,0
REQ-005010,132.5,0.0761,0.59,1,21,87.4,0.0793,0
REQ-005011,242.6,0.0274,1.59,2,19,153.5,0.0455,0
REQ-005012,172.3,0.0294,4.04,2,11,99.1,0.0806,0
REQ-005013,143.1,0.0248,1.63,1,22,111.2,0.0447,0
REQ-005014,1276.8,0.3775,15.69,15,4,1081.3,0.7399,1
REQ-005015,478.2,0.0353,4.22,1,10,65.3,0.0156,0
REQ-005016,98.5,0.094,0.1,1,10,93.0,0.0323,0
REQ-005017,163.2,0.0721,1.02,2,15,114.1,0.011,0
REQ-005018,88.4,0.0363,0.72,2,17,186.0,0.0116,0
REQ-005019,111.9,0.0577,8.02,2,22,81.3,0.0268,0
REQ-005020,208.4,0.142,0.92,1,14,43.8,0.0438,0
REQ-005021,57.3,0.0609,0.45,2,20,97.3,0.0168,0
REQ-005022,229.2,0.0671,1.63,3,9,93.8,0.0159,0
REQ-005023,211.6,0.0132,3.91,1,7,90.1,0.045,0
REQ-005024,2010.5,0.2129,56.28,20,14,799.3,0.6365,1
REQ-005025,56.8,0.0532,3.36,2,13,89.5,0.011,0
REQ-005026,52.7,0.13,1.29,3,8,166.7,0.0167,0
REQ-005027,184.1,0.0944,0.28,2,20,84.8,0.026,0
REQ-005028,4460.2,0.6114,15.0,11,0,341.6,0.7225,1
REQ-005029,306.3,0.0557,1.81,2,18,105.1,0.0187,0
REQ-005030,378.7,0.0421,0.3,2,14,74.9,0.0245,0
REQ-005031,599.8,0.0169,2.25,3,8,91.9,0.0003,0
REQ-005032,112.0,0.1297,2.96,1,8,69.3,0.0363,0
REQ-005033,60.6,0.0157,0.14,2,9,28.8,0.0407,0
REQ-005034,143.1,0.0395,0.61,3,15,158.1,0.0278,0
REQ-005035,247.0,0.0039,0.42,1,21,92.0,0.0171,0
REQ-005036,217.2,0.0831,1.61,2,21,130.8,0.0882,0
REQ-005037,123.0,0.0264,2.38,3,19,50.2,0.006,0
REQ-005038,183.3,0.1047,1.94,1,13,83.3,0.0007,0
REQ-005039,214.1,0.0878,0.89,1,7,83.9,0.0063,0
REQ-005040,71.7,0.0869,0.13,2,18,95.1,0.0086,0
REQ-005041,500.0,0.3866,58.16,17,14,363.8,0.6021,1
REQ-005042,165.8,0.0501,4.76,3,8,61.9,0.008,0
REQ-005043,156.4,0.0458,0.8,1,18,113.8,0.022,0
REQ-005044,2962.7,0.2271,43.68,24,18,2061.3,0.7648,1
REQ-005045,61.4,0.0178,0.56,1,6,154.6,0.0062,0
REQ-005046,200.9,0.0237,1.28,2,18,48.6,0.089,0
REQ-005047,193.1,0.0551,1.47,1,11,121.0,0.0028,0
REQ-005048,237.3,0.0131,4.82,1,11,117.4,0.0023,0
REQ-005049,94.1,0.072,4.6,1,6,72.4,0.0702,0
REQ-005050,155.8,0.0325,0.33,3,17,47.5,0.0941,0
REQ-005051,62.3,0.028,0.84,3,12,142.9,0.0006,0
REQ-005052,60.9,0.0698,0.1,2,18,142.0,0.0153,0
REQ-005053,194.4,0.038,0.19,1,15,87.9,0.0195,0
REQ-005054,128.7,0.0407,1.94,3,8,124.7,0.0562,0
REQ-005055,86.6,0.013,1.22,2,12,115.0,0.0192,0
REQ-005056,177.1,0.0673,3.04,3,22,41.1,0.0648,0
REQ-005057,58.3,0.1329,1.21,2,10,160.0,0.0001,0
REQ-005058,157.8,0.0277,3.05,1,7,111.9,0.0453,0
REQ-005059,796.2,0.0855,0.64,2,17,422.9,0.0185,0
REQ-005060,208.3,0.0654,2.04,1,16,667.1,0.0226,0
REQ-005061,310.3,0.0583,0.15,1,11,83.2,0.0032,0
REQ-005062,274.6,0.0275,0.22,3,16,74.8,0.0165,0
REQ-005063,87.7,0.0236,0.62,2,6,86.6,0.0193,0
REQ-005064,147.3,0.15,1.51,1,19,47.5,0.0585,0
REQ-005065,88.2,0.0309,5.83,1,20,174.3,0.0171,0
REQ-005066,52.0,0.0401,1.48,3,6,96.3,0.0111,0
REQ-005067,203.1,0.1474,3.01,1,9,96.9,0.0093,0
REQ-005068,162.0,0.0491,2.36,2,19,54.6,0.1137,0
REQ-005069,291.0,0.0475,3.34,1,22,137.5,0.0012,0
REQ-005070,238.0,0.0909,6.01,2,22,79.4,0.0183,0
REQ-005071,156.7,0.0539,3.94,1,7,148.4,0.004,0
REQ-005072,60.5,0.0321,0.37,1,11,56.7,0.0198,0
REQ-005073,127.7,0.0247,0.95,1,6,53.7,0.011,0
REQ-005074,50.0,0.0709,2.43,1,7,149.7,0.0735,0
REQ-005075,107.8,0.0772,4.77,2,7,64.2,0.0033,0
REQ-005076,999.6,0.1172,0.52,3,20,43.6,0.0366,0
REQ-005077,190.2,0.0478,1.23,3,10,81.1,0.0001,0
REQ-005078,186.0,0.0304,2.25,1,17,149.4,0.0376,0
REQ-005079,139.1,0.0425,0.89,1,10,81.0,0.0083,0
REQ-005080,66.0,0.0723,0.28,1,16,85.4,0.0067,0
REQ-005081,150.4,0.1127,3.64,2,8,82.1,0.0059,0
REQ-005082,136.3,0.0573,0.46,3,14,68.8,0.0587,0
REQ-005083,261.0,0.0633,3.29,2,8,90.8,0.0139,0
REQ-005084,280.6,0.018,1.27,3,14,80.8,0.0685,0
REQ-005085,474.5,0.0743,0.28,3,8,157.5,0.0219,0
REQ-005086,67.9,0.0334,0.63,1,14,46.9,0.0095,0
REQ-005087,50.0,0.1316,0.39,1,18,62.5,0.0196,0
REQ-005088,90.6,0.0443,4.14,3,18,130.2,0.0304,0
REQ-005089,84.8,0.1324,3.83,3,22,125.8,0.009,0
REQ-005090,292.8,0.044,0.47,2,19,41.8,0.0764,0
REQ-005091,90.0,0.0467,0.64,2,19,131.8,0.0657,0
REQ-005092,51.7,0.0118,2.16,2,11,133.9,0.0167,0
REQ-005093,114.2,0.0143,0.27,2,6,70.4,0.0169,0
REQ-005094,72.8,0.1181,3.32,1,17,137.4,0.0816,0
REQ-005095,50.0,0.0178,0.38,1,14,166.3,0.0497,0
REQ-005096,113.6,0.0547,0.85,3,15,71.0,0.0338,0
REQ-005097,133.0,0.089,0.44,3,7,74.7,0.0293,0
REQ-005098,143.2,0.0763,0.11,2,7,123.3,0.0141,0
REQ-005099,138.5,0.0145,3.79,3,20,136.3,0.0065,0
REQ-005100,407.3,0.0797,1.7,3,11,41.6,0.0383,0
REQ-005101,335.2,0.0539,1.18,3,6,73.0,0.0114,0
REQ-005102,429.0,0.0538,1.74,3,14,67.9,0.0188,0
REQ-005103,50.0,0.0545,1.94,1,7,141.6,0.0155,0
REQ-005104,138.7,0.0328,0.1,2,16,116.8,0.0046,0
REQ-005105,139.4,0.0533,2.32,3,11,119.7,0.008,0
REQ-005106,99.0,0.0505,1.92,1,19,45.2,0.0204,0
REQ-005107,107.4,0.0434,2.49,3,20,95.0,0.0211,0
REQ-005108,108.2,0.0502,2.35,1,18,90.2,0.0242,0
REQ-005109,187.3,0.0385,2.95,2,7,145.9,0.0319,0
REQ-005110,120.1,0.033,0.89,1,7,40.1,0.0093,0
REQ-005111,235.5,0.0148,1.41,1,22,59.4,0.0035,0
REQ-005112,183.8,0.0526,2.12,1,13,114.4,0.1096,0
REQ-005113,93.1,0.0623,2.74,1,22,85.9,0.0039,0
REQ-005114,342.1,0.0272,1.71,3,17,102.7,0.0112,0
REQ-005115,237.4,0.1351,0.93,1,19,63.9,0.0346,0
REQ-005116,180.7,0.03,0.36,1,18,83.4,0.0173,0
REQ-005117,196.7,0.118,1.0,1,22,70.4,0.0273,0
REQ-005118,176.3,0.0813,2.38,1,20,46.1,0.0342,0
REQ-005119,78.0,0.0353,1.92,2,6,77.2,0.0256,0
REQ-005120,149.2,0.0123,4.01,3,21,117.5,0.0335,0
REQ-005121,222.8,0.1364,3.18,1,9,53.9,0.0024,0
REQ-005122,119.3,0.0315,4.59,1,20,81.5,0.0199,0
REQ-005123,55.4,0.0371,0.78,3,10,93.0,0.0021,0
REQ-005124,179.4,0.0467,1.33,2,12,87.0,0.0157,0
REQ-005125,120.4,0.0826,0.13,3,17,67.0,0.0274,0
REQ-005126,63.2,0.024,1.85,2,10,90.1,0.0061,0
REQ-005127,324.6,0.0769,0.66,3,16,65.8,0.0136,0
REQ-005128,114.8,0.124,0.46,2,11,152.1,0.0123,0
REQ-005129,86.7,0.0841,1.28,2,13,89.5,0.1111,0
REQ-005130,183.9,0.0314,1.08,3,11,40.5,0.0206,0
REQ-005131,57.7,0.1096,1.36,2,12,48.6,0.0062,0
REQ-005132,50.0,0.0263,1.44,2,7,72.7,0.0126,0
REQ-005133,214.3,0.0756,0.21,3,6,87.1,0.0617,0
REQ-005134,102.1,0.0335,1.73,1,12,77.7,0.0422,0
REQ-005135,68.6,0.0086,0.38,2,7,124.2,0.0571,0
REQ-005136,120.1,0.0662,0.1,3,12,100.7,0.021,0
REQ-005137,73.9,0.0033,2.15,2,19,124.8,0.0066,0
REQ-005138,154.9,0.0305,1.02,1,19,97.7,0.0682,0
REQ-005139,129.1,0.1031,0.98,2,18,59.5,0.0291,0
REQ-005140,193.1,0.0906,0.43,1,6,161.2,0.0004,0
REQ-005141,127.2,0.0832,3.61,1,14,137.2,0.0077,0
REQ-005142,336.3,0.0242,0.53,3,14,119.0,0.0128,0
REQ-005143,138.2,0.0755,4.66,1,7,127.1,0.0014,0
REQ-005144,121.9,0.0502,4.12,2,20,214.8,0.0131,0
REQ-005145,197.9,0.059,0.37,1,7,58.0,0.0674,0
REQ-005146,291.8,0.15,1.74,2,16,97.8,0.0268,0
REQ-005147,144.7,0.046,3.5,3,17,45.1,0.0181,0
REQ-005148,137.7,0.036,6.15,2,18,69.5,0.0109,0
REQ-005149,282.6,0.0434,5.71,1,19,141.2,0.0285,0
REQ-005150,166.7,0.0178,1.66,1,7,111.3,0.0058,0
REQ-005151,183.8,0.0494,1.98,1,22,130.2,0.0188,0
REQ-005152,193.9,0.0707,1.69,2,12,83.7,0.0432,0
REQ-005153,113.8,0.0207,2.5,3,21,79.5,0.0334,0
REQ-005154,99.1,0.0735,0.12,2,8,52.0,0.015,0
REQ-005155,101.2,0.0134,1.71,3,7,191.4,0.0304,0
REQ-005156,210.1,0.1041,0.21,2,7,46.2,0.0138,0
REQ-005157,249.2,0.0561,2.82,3,7,89.0,0.0429,0
REQ-005158,50.0,0.0419,2.36,2,21,116.0,0.0101,0
REQ-005159,103.6,0.1114,0.1,1,10,54.5,0.0216,0
REQ-005160,50.0,0.0167,0.67,1,10,121.5,0.0583,0
REQ-005161,210.6,0.0852,1.98,1,18,208.0,0.0131,0
REQ-005162,158.8,0.043,0.94,1,11,156.1,0.0185,0
REQ-005163,203.8,0.0321,0.87,2,18,72.5,0.0111,0
REQ-005164,125.9,0.0218,0.12,3,21,131.4,0.0297,0
REQ-005165,118.1,0.0726,2.08,1,18,93.3,0.0365,0
REQ-005166,90.1,0.0868,2.39,3,16,63.8,0.0248,0
REQ-005167,205.3,0.0924,1.11,3,8,90.0,0.0201,0
REQ-005168,225.5,0.0222,1.98,2,19,143.2,0.0036,0
REQ-005169,92.7,0.0463,0.88,3,20,128.5,0.0666,0
REQ-005170,694.7,0.15,0.6,1,18,129.6,0.0319,0
REQ-005171,105.7,0.0867,0.22,1,18,89.4,0.087,0
REQ-005172,114.6,0.0103,4.4,3,14,126.6,0.0121,0
REQ-005173,84.7,0.0113,3.0,2,17,108.0,0.0128,0
REQ-005174,135.4,0.0762,2.21,3,13,78.5,0.0218,0
REQ-005175,178.6,0.0306,1.83,2,19,149.1,0.0074,0
REQ-005176,132.3,0.15,2.54,2,8,117.9,0.0012,0
REQ-005177,218.2,0.0088,2.87,3,9,74.4,0.002,0
REQ-005178,50.0,0.0846,0.17,3,18,64.5,0.0152,0
REQ-005179,149.1,0.0696,0.9,3,22,135.0,0.0261,0
REQ-005180,96.2,0.0154,0.1,2,13,119.5,0.0056,0
REQ-005181,224.2,0.0137,2.78,3,15,157.1,0.007,0
REQ-005182,184.3,0.0328,4.2,2,9,116.4,0.0114,0
REQ-005183,239.3,0.0538,2.8,1,18,134.9,0.0224,0
REQ-005184,174.8,0.0428,4.98,1,16,147.1,0.0195,0
REQ-005185,95.9,0.0202,0.16,3,11,70.9,0.0063,0
REQ-005186,56.3,0.0549,2.27,1,18,50.4,0.0442,0
REQ-005187,144.6,0.0167,0.67,2,21,164.5,0.0067,0
REQ-005188,167.3,0.0252,0.36,3,8,112.6,0.0063,0
REQ-005189,50.0,0.15,6.54,3,19,122.5,0.0194,0
REQ-005190,198.0,0.0534,0.84,2,16,70.6,0.0145,0
REQ-005191,66.5,0.0743,1.39,1,12,141.2,0.0065,0
REQ-005192,191.2,0.0653,1.84,1,9,102.1,0.004,0
REQ-005193,653.0,0.0044,1.15,1,9,74.2,0.0048,0
REQ-005194,59.1,0.0631,0.61,1,9,85.6,0.0125,0
REQ-005195,235.7,0.0505,0.67,2,12,80.2,0.0053,0
REQ-005196,314.1,0.0892,0.46,2,14,106.6,0.0027,0
REQ-005197,151.3,0.031,1.51,3,17,144.2,0.0019,0
REQ-005198,145.6,0.068,1.98,1,12,132.1,0.027,0
REQ-005199,130.8,0.032,4.89,3,10,67.5,0.0086,0
REQ-005200,81.0,0.0336,0.76,2,21,159.7,0.0217,0
REQ-005201,378.5,0.15,1.2,1,14,74.0,0.0084,0
REQ-005202,113.7,0.0627,2.74,3,19,85.6,0.034,0
REQ-005203,227.6,0.0611,4.68,1,19,61.7,0.0062,0
REQ-005204,129.6,0.0505,0.99,1,21,164.9,0.1019,0
REQ-005205,209.2,0.0995,1.88,1,10,81.0,0.0586,0
REQ-005206,66.5,0.0394,0.52,2,8,81.1,0.0097,0
REQ-005207,265.7,0.0599,1.51,2,11,58.7,0.0923,0
REQ-005208,286.4,0.0772,1.79,1,14,141.1,0.0052,0
REQ-005209,245.4,0.0488,5.91,2,7,147.0,0.033,0
REQ-005210,76.6,0.1205,2.29,2,18,69.1,0.0019,0
REQ-005211,529.9,0.0954,0.58,3,9,128.5,0.0143,0
REQ-005212,191.2,0.0308,2.17,3,16,27.7,0.0541,0
REQ-005213,165.1,0.1023,1.22,2,18,82.7,0.0301,0
REQ-005214,128.9,0.0296,1.33,2,18,58.3,0.0265,0
REQ-005215,79.3,0.1273,1.44,1,10,87.4,0.0009,0
REQ-005216,210.9,0.0843,1.01,1,19,85.6,0.0257,0
REQ-005217,187.8,0.0564,0.76,3,22,65.1,0.0078,0
REQ-005218,290.5,0.0759,3.65,3,21,72.0,0.0173,0
REQ-005219,106.0,0.0193,0.78,2,9,94.1,0.0327,0
REQ-005220,77.9,0.0692,0.39,2,18,69.5,0.0266,0
REQ-005221,99.9,0.1089,0.87,1,12,45.5,0.0489,0
REQ-005222,50.0,0.0348,2.06,3,16,99.7,0.0298,0
REQ-005223,169.1,0.0376,0.34,2,22,104.2,0.062,0
REQ-005224,116.0,0.0338,1.11,1,8,195.4,0.0109,0
REQ-005225,231.6,0.0279,7.15,3,15,86.4,0.0078,0
REQ-005226,1671.2,0.3453,15.0,22,19,7655.8,0.6025,1
REQ-005227,142.9,0.1098,1.01,3,22,64.5,0.0096,0
REQ-005228,256.0,0.0344,0.31,2,21,59.4,0.0151,0
REQ-005229,91.3,0.0481,1.61,2,13,36.8,0.0101,0
REQ-005230,162.5,0.0528,1.17,2,12,236.1,0.0501,0
REQ-005231,127.3,0.0774,1.45,3,14,109.3,0.018,0
REQ-005232,92.0,0.0768,4.35,2,10,68.6,0.0019,0
REQ-005233,93.7,0.1006,1.94,2,21,62.9,0.0265,0
REQ-005234,147.7,0.1009,0.76,1,22,119.2,0.0346,0
REQ-005235,149.1,0.15,0.16,2,8,66.0,0.0763,0
REQ-005236,162.9,0.0978,2.7,3,16,109.5,0.0118,0
REQ-005237,117.8,0.1037,7.75,1,8,41.6,0.003,0
REQ-005238,108.0,0.0386,0.92,3,21,83.3,0.0017,0
REQ-005239,140.1,0.0716,1.22,2,12,102.9,0.0037,0
REQ-005240,175.2,0.029,2.43,2,11,277.9,0.0603,0
REQ-005241,100.2,0.0991,0.74,1,7,97.1,0.0387,0
REQ-005242,800.7,0.0485,0.26,2,6,67.4,0.0417,0
REQ-005243,92.6,0.1334,1.73,3,20,76.2,0.0515,0
REQ-005244,103.8,0.0939,3.32,3,13,123.0,0.0794,0
REQ-005245,202.4,0.1158,9.25,2,19,86.8,0.0081,0
REQ-005246,418.8,0.0112,4.92,1,15,110.7,0.0323,0
REQ-005247,313.7,0.119,1.71,2,10,44.9,0.0006,0
REQ-005248,60.4,0.009,5.17,3,17,42.7,0.0149,0
REQ-005249,67.3,0.1362,4.84,2,12,63.7,0.0139,0
REQ-005250,73.5,0.0338,1.04,1,19,127.1,0.0116,0
REQ-005251,62.0,0.0417,0.59,2,18,106.2,0.0852,0
REQ-005252,310.1,0.0983,0.13,2,7,74.8,0.015,0
REQ-005253,187.2,0.0367,3.34,2,13,59.9,0.0276,0
REQ-005254,218.5,0.0327,0.12,2,6,35.6,0.0123,0
REQ-005255,228.4,0.0744,3.33,1,15,45.4,0.0908,0
REQ-005256,51.0,0.021,0.53,1,6,61.4,0.0126,0
REQ-005257,208.3,0.0251,0.61,2,18,78.4,0.0121,0
REQ-005258,58.1,0.0171,0.74,1,11,115.6,0.0226,0
REQ-005259,141.4,0.1012,0.74,2,15,110.6,0.003,0
REQ-005260,121.5,0.0299,0.48,3,20,161.0,0.0057,0
REQ-005261,157.8,0.0477,3.27,2,18,135.9,0.0249,0
REQ-005262,50.0,0.0532,1.16,3,14,55.5,0.0137,0
REQ-005263,142.7,0.0769,0.45,2,11,82.9,0.0718,0
REQ-005264,104.5,0.0426,3.63,1,9,105.0,0.0024,0
REQ-005265,261.3,0.0224,0.74,2,10,128.4,0.0056,0
REQ-005266,264.5,0.0622,0.9,2,10,85.6,0.0257,0
REQ-005267,175.8,0.0172,0.36,1,21,100.3,0.0595,0
REQ-005268,217.7,0.0777,0.11,1,18,120.6,0.035,0
REQ-005269,113.2,0.0312,1.4,1,9,70.8,0.0003,0
REQ-005270,397.5,0.0257,4.26,2,9,44.1,0.0074,0
REQ-005271,99.5,0.1052,3.82,3,6,62.0,0.0058,0
REQ-005272,202.9,0.1185,3.1,1,12,150.3,0.0501,0
REQ-005273,56.8,0.0358,0.32,3,22,70.3,0.0034,0
REQ-005274,295.2,0.0685,0.34,2,9,105.2,0.0005,0
REQ-005275,89.3,0.0206,1.57,3,20,80.2,0.0405,0
REQ-005276,146.9,0.0154,0.51,3,12,96.2,0.0155,0
REQ-005277,237.5,0.0151,4.98,2,7,67.6,0.0113,0
REQ-005278,154.6,0.15,1.24,3,10,30.1,0.0037,0
REQ-005279,252.9,0.1291,0.77,2,18,62.7,0.0098,0
REQ-005280,279.1,0.0301,0.12,2,18,93.1,0.0081,0
REQ-005281,146.2,0.0107,0.22,2,6,117.5,0.0027,0
REQ-005282,77.4,0.0723,0.75,2,13,59.0,0.0193,0
REQ-005283,151.7,0.0608,2.72,3,19,157.1,0.044,0
REQ-005284,317.2,0.1424,0.14,3,18,102.7,0.0159,0
REQ-005285,90.9,0.0257,2.3,3,21,123.9,0.0065,0
REQ-005286,87.6,0.041,6.01,3,11,107.7,0.0087,0
REQ-005287,191.6,0.0288,2.95,2,20,68.0,0.0588,0
REQ-005288,109.3,0.0679,0.36,2,13,138.4,0.0728,0
REQ-005289,268.7,0.0138,0.44,3,10,29.4,0.0278,0
REQ-005290,280.2,0.1421,1.86,2,22,112.7,0.0165,0
REQ-005291,98.8,0.0432,1.1,2,12,104.7,0.0081,0
REQ-005292,89.0,0.0737,1.39,1,15,47.0,0.0013,0
REQ-005293,118.2,0.0082,2.85,3,13,91.9,0.0117,0
REQ-005294,360.3,0.0641,0.47,2,9,46.8,0.005,0
REQ-005295,112.5,0.03,0.23,2,6,61.7,0.0194,0
REQ-005296,236.6,0.1323,0.77,1,22,66.3,0.0306,0
REQ-005297,101.0,0.0282,2.79,1,16,92.3,0.0002,0
REQ-005298,67.1,0.0554,1.5,3,18,105.5,0.0156,0
REQ-005299,135.4,0.0509,4.24,2,13,135.5,0.0695,0
REQ-005300,204.1,0.1091,1.45,2,6,48.4,0.0141,0
REQ-005301,134.3,0.1064,0.19,2,7,153.7,0.0081,0
REQ-005302,268.4,0.0214,2.02,2,10,110.0,0.021,0
REQ-005303,255.5,0.0522,0.1,3,16,96.8,0.0272,0
REQ-005304,114.9,0.0706,0.27,2,17,70.3,0.0322,0
REQ-005305,84.6,0.0454,2.03,3,18,134.3,0.0214,0
REQ-005306,95.5,0.0163,3.18,3,16,95.7,0.0063,0
REQ-005307,340.3,0.0176,0.95,3,10,128.5,0.0573,0
REQ-005308,100.5,0.024,2.38,3,16,92.2,0.0239,0
REQ-005309,80.9,0.0434,0.76,2,12,65.0,0.0618,0
REQ-005310,92.6,0.0253,4.1,1,13,161.3,0.0286,0
REQ-005311,297.7,0.1182,0.48,2,7,143.2,0.0406,0
REQ-005312,63.2,0.049,2.97,2,10,125.1,0.0314,0
REQ-005313,87.4,0.014,0.26,3,8,95.6,0.042,0
REQ-005314,224.5,0.0306,0.13,3,12,119.6,0.0107,0
REQ-005315,338.3,0.0409,0.64,1,6,137.9,0.0094,0
REQ-005316,636.5,0.0898,1.3,2,19,53.7,0.0015,0
REQ-005317,198.2,0.0598,8.37,2,7,109.1,0.0035,0
REQ-005318,50.0,0.0365,1.27,3,16,118.8,0.0121,0
REQ-005319,174.5,0.0389,2.2,3,13,104.5,0.008,0
REQ-005320,130.2,0.1226,2.49,2,16,112.4,0.0018,0
REQ-005321,267.3,0.0807,0.22,1,7,43.4,0.016,0
REQ-005322,281.3,0.15,1.17,1,20,140.9,0.045,0
REQ-005323,183.4,0.0087,0.27,1,6,84.2,0.0303,0
REQ-005324,149.5,0.0557,2.81,2,8,62.4,0.0299,0
REQ-005325,182.8,0.0477,5.42,3,9,65.2,0.0041,0
REQ-005326,302.4,0.051,0.9,2,12,65.7,0.0002,0
REQ-005327,150.1,0.0875,0.76,1,8,95.3,0.0008,0
REQ-005328,330.9,0.0069,4.9,1,9,116.2,0.0217,0
REQ-005329,213.1,0.0086,3.91,1,21,108.7,0.024,0
REQ-005330,178.6,0.0166,1.71,1,21,49.9,0.028,0
REQ-005331,269.2,0.0392,0.42,3,6,62.5,0.0039,0
REQ-005332,200.0,0.0437,0.1,2,10,65.0,0.0079,0
REQ-005333,216.0,0.0033,6.18,1,10,93.6,0.0485,0
REQ-005334,236.2,0.0637,0.64,3,8,68.8,0.0302,0
REQ-005335,102.0,0.038,0.16,2,18,251.0,0.0113,0
REQ-005336,265.2,0.0405,3.63,2,9,69.0,0.0229,0
REQ-005337,103.8,0.0512,3.35,2,11,117.1,0.0036,0
REQ-005338,406.1,0.0144,3.04,1,7,119.1,0.0073,0
REQ-005339,95.2,0.0045,0.42,1,7,109.1,0.1164,0
REQ-005340,279.7,0.0503,1.81,1,18,87.6,0.0072,0
REQ-005341,109.2,0.0561,4.24,1,16,52.1,0.014,0
REQ-005342,231.5,0.024,0.57,1,11,116.8,0.0159,0
REQ-005343,93.2,0.0383,0.88,3,10,67.8,0.098,0
REQ-005344,124.0,0.1149,2.27,2,13,121.5,0.012,0
REQ-005345,98.5,0.0601,0.52,1,7,89.5,0.0334,0
REQ-005346,564.7,0.4056,15.0,11,20,247.9,0.6838,1
REQ-005347,109.2,0.0439,0.1,3,19,96.2,0.0328,0
REQ-005348,129.9,0.0495,0.1,3,11,84.5,0.0115,0
REQ-005349,87.4,0.01,0.75,2,22,121.9,0.0011,0
REQ-005350,50.0,0.0275,1.33,1,7,82.2,0.0091,0
REQ-005351,129.1,0.0359,1.91,1,16,149.8,0.0259,0
REQ-005352,50.0,0.1215,3.21,2,7,78.4,0.014,0
REQ-005353,56.7,0.0172,4.28,2,10,72.9,0.0028,0
REQ-005354,178.7,0.15,5.58,3,21,83.1,0.0567,0
REQ-005355,50.0,0.0588,1.74,3,12,117.9,0.0254,0
REQ-005356,50.0,0.0036,1.73,1,12,49.0,0.0023,0
REQ-005357,409.7,0.0105,2.5,1,11,30.3,0.0259,0
REQ-005358,178.1,0.0095,1.45,3,13,56.5,0.0372,0
REQ-005359,57.8,0.0574,0.84,3,21,54.2,0.0002,0
REQ-005360,125.0,0.0314,0.16,3,17,152.9,0.062,0
REQ-005361,51.9,0.006,1.41,3,21,69.0,0.0151,0
REQ-005362,123.1,0.0114,2.61,3,7,67.8,0.001,0
